Artist,Song,Translated_Lyrics
ՍԱՅԱԹ-ՆՈՎԱ,ԱՇԽԱՐՈՒՄԸՍ ԱԽ ՉԻՄ ՔԱՇԻ,"The world of I oh Chim Chim Weight Lear I'm Me

Imeless Jerov Lick Osina is me

TIME WITH THE WORLD WITH THE MOST IMPORTANT WATA

Suchs I like Section Sultan and Khan me I am



Mechkt Salbu Chinari is the Atlas of Rangant of Porang

Lizut Sugar Prosot Handle is a Marsist Atlas

Oski Mechin Mina Iraqi is the eyeball

Honorable Priceless Javyan Lalbadeshan Is Me Me



I have a stone with my mysd Dardi Wunny

Tearful Male Make My Facial Minds

Nur Bagh, Nur Bakir Michen Machin Measured

Through Bullbul, Seyran, like Bullbul,



Your Ashshe Mass Mass Mass Mastic I was awakening my heart

The world at the world moved my heart from Kisn famous

Yar Kizhi What Tariy Anime Way There is nothing left

Fire Tsemen Jerkh Rach and Jeyran I'm a dish



What Cul's Hydles Wish Does Vur Sayatunov's Harry Is?

Shukhkot The world is burner against the sun

Hutov Hill Michak Cinnamon Rose Mishach Sans

Carmle Field Flower Joyats Shushan Is Me Me"
ՍԱՅԱԹ-ՆՈՎԱ,ԹԱՄԱՄ ԱՇԽԱՐ,"TAMAM WORKSHIP WILL HAVE THE NAME OF THE HABASH NAZAN

I saw Dipunen Bash Nazan like you did not

Both Kham Jum Dissis or Zaris Kin izan

Andu Hama Queen says Vash Wash Nazan



You are honored to be honored by Ernek

Who will go to the south of the woe?

It's a pity of the vault soon dead to the moon

It was April to bring Kishagh Nazan like Kiszi



Dun Longe Login Luv Wernet Zarninsha

Dastamazit Tily Mechin is pulled by Shada Marjan

Eye Oski Pala Charkhemen Penchaa

Newspaper Nit and Nazan



Eresest Parshavar Asim Nevman is Shams and Jamari

Thin Michkit Tirman Shalnin Ninma is Oska Kamarin

Ghalamin doesn't stand in the hands of Matt.

Yeep in mind is Mulberry in Ishk, I stand in Ishash Nazan



Jesus founded the Water of Chim Vur

What is it in it or did I know what aimedian miz?

Duke will be filled with a wing lack

Indo Ghalamkari Varen Cover Marmash Nazan"
ՍԱՅԱԹ-ՆՈՎԱ,ԱՇԽԱՐԸՍ ՄԵ ՓԱՆՋԱՐԱ Է,"My world is distracted by Bezarille

The mental gornway will be detached in Daghin Bezaril

Ergar was a good way to the vur today to be bezarille

Mart Hamashha is not one of the games bezarille



DOVLATEN EYTIBAR HAS NOT YIPOR WITH URUSHKAR

It is a good fart to keep his head in the world with Eatibarov

My world is not mint to meet with honors

Guzim blee bloble in Beams Besarille my



Who is KOSE?

God's ferry is hesitant to Martu Greaskin

My Kurst is not to go on the rise of the chuman lies

Kesanin Main Chin Keeps Sales Beesarille My



The world is not Misni to meet as long as we face

Raw Moiler Atam Zat Nalat's Et Que Bap

My taste will gather in Chhalkh Gapin

Dostress Dushman's Bitter Besaril My



Sayatnoven said to be a row

I don't have a long-grandchildren's glory.

Bullbul like Endur Gu Lam Var is a plastic

Chinese leaves to open a hesitant to the people of Bezarille"
ՍԱՅԱԹ-ՆՈՎԱ,ԴՈՒՆ Է՛Ն ԳԸԼԽԵՆ,"Dughen is a wise wise to a fool of Khi Dool

Earassing to see the hyd urchin of what I saw

JIS KHOM IS AGAINST MY NURIMEK KABAH

Both a vur Gidim Bezaril in I do not have Sabab



There is no kicks in Hudmehakim.

Hamd, praised Askkkel, Hamdias Ghazal Hidden

I will have my head to give my head to Souvavour

Metical Ara Creator of the Creator of Ney



Haralun Hackim Giving It Giving Pain to Pain

How many Guse Arbab is not to give salt to the Ghulin?

You are not a caretin of Yadi Keep Koo

Don't like a descendant of God's love for God's love



Every Mart will not Kins my water is another Jeren

Every Mart doesn't Karta my Gyren is another Guren

Buniates will not make sandstone Kharukir

SELLOW DON'T BE SELF-DETAINED WITHOUT SELAVI



How many goose winds don't Tree Sand of Treas Pucky?

Taguz Chelim Taguz Chlim Meens will not pucker

Both Paksim Ki Ku Paksim Great is a hair

Sayatnovi grave Hindan Habash Arab"
ՍԱՅԱԹ-ՆՈՎԱ,ՅԻՍ ՔՈՒ ՂԻՄԵԹԸՆ ՉԻՄ ԳԻԴԻ,"JIS TWIMETEN CHIM GIDI

Javahir Stone Nevman Is

The beholder, Kinis

Leylu Didary like Is



The world of meus is my

Payurvat Is Murvat

Publishes Nabat

Land and Sugar Ninma



Dada should Taript say

Acknowur is proudly

Rangt is the Atlas of Pultang

ZARGALAMPAR NECHING IS



Mazire Ninman basil

Don't be different

Don't take off Rahm Ara Hawkis

Murwatov Yarman's



Wunnim Iim Evis

Aykemes dripping Arin

Sayatnova Nazlu Yari

Low Nevman's Low"
ՍԱՅԱԹ-ՆՈՎԱ,ԱՄԵՆ ՍԱԶԻ ՄԵՉԸՆ,"Tamam Ten of Camila praised every Sazi Mechin

Nakaz Mart Khiz will not see you Kamancha.

JANANES ARE ALREADY DAY EDIAN HASNIS KAMANA

Kisa Kamili Basha Bas Kamancha is from Kamala



Galukhair stone galukht

Kutt Shirmaem should have done a purat of sapphire

SIMAN TO OSKEN WAS PERFORMED

Ochov Jimetht is not a guid's crayal and almasy is Kamancha



Chiphuts should have a thousand rang

The Chart Rash Kuden will have a vessel of Vurgh

Awaken Moon Kisns with Bangov

Simply Wine ...



Adjacent Erku Ku Shinis Fish Ghapa Guzis

Ku Mezirvis Ayvnum Nude to Japha Guzis

Yip up the crap of the Case and Saphay Guzis

All of the gosales are half of the gosales.



Many Tisshur Heart Request I have to give you a tire

Yipple Herbal Voice Vir Conise Open Kul Hidest Grapes

Khalkhay Says Ara Ashes

How many Sayatnoven is a lot of see Kamancha?"
ՍԱՅԱԹ-ՆՈՎԱ,ՓԱՀՐԱԴԸՆ ՄԻՌԱԾ,"Pahr Charnin said Ghare Erogen

Stretch Model does not leave a St.

Bublbul told Varthis Khartar stone

TENUEK MONEY ME MY FAMILY MY FREE



God is a love of love.

Mejlum Nummy Move My Gali Yayare



Chikka Pedha's shotilation to Mal Kizi Liorge

Hala Chinese Message Kirmanwn shawl Kizi Lai

Ospa Mernu Du Diril Is I Lal Kisi Lai

Hakely Atlas Rangon Gorsal Kisi Laighi



God is a love of love.

Mejlum Nummy Move My Gali Yayare



Word Chat Lizut Sugar Mitch

LEARNING FLOWER IN THE MARCH

Mazire Basil Point is ZART MICHT

Green Leaf Leaf Nam China Milk Milk Mitch



God is a love of love.

Mejlum Nummy Move My Gali Yayare



Sayatnoven My Endur Gu Lam Dardirs Arbab

Mazire basil is a Husbandoni Sharbab

Thin Gamatyit Strict Saz Guy CA and Zarbab



God is a love of love.

Mejlum Nummy Move My Gali Yayare"
ՍԱՅԱԹ-ՆՈՎԱ,ԲԸԼԲՈՒԼԻ ՀԻԴ,"Blobuli Hyd Weep I

Like the path is open

Wetwater wet again

Wet Is Is again



There is no kizhakin like Kisi

Kis like a kis like

You are of my name



Fireness of Elav Arbab

Hair Has I have a CRU and Sharbab?

Key Saz Gu Ka Jushlu Zarbab

Ghushlu Zarbab



Eresest is Shams and Gamar

Janice Dus Guy Kha Kiz

Michkite Oschild Way

OSCE WAY



HAKITAZY Jewelry

BLLBULY HID Way Come Come

ABAR EARESIT MARTY IS CALLED

Mole



Dard Mount Mountain

What was this thing done?

Sayatunovun Arrun

Juni"
ՍԱՅԱԹ-ՆՈՎԱ,ԱՐԻ ԻՆՁ ԱՆԳԱ՛Ճ ԿԱԼ,"Come to me Anxiety Cal is Divana Heart

Haya Kirre Adab Love LOVE

The work of my sleep is what I have to take

God loves Hawk love yar



It's the story of this thing.

Khratnirin is a comprehensive monastery

There is something in the soul's body

Write LOVE Ghalam Love Davtar Love



Come to Heart Mass of Mera

Halal Mtiki Ara Bread and Salt

Just something Ara Mart Wretet Che Laughter

LOVE LOVE SAHER SAHER



Do not like you don't like the couple of Kas Terit

Honesty Ara Stain Kiz Deveere

God DiPunste Mini Erit

Give a sugar love Ghong Know love



Sayatnova Ernek Kisn or this Anis

Halcut's Half Half Half

Or did not see Gasis Vur Shustan?

Wow love desert love stone love"
ՍԱՅԱԹ-ՆՈՎԱ,ՊԱՏԿԻՐՔԸՏ ՂԱԼԱՄՈՎ ՔԱՇԱԾ,"LOOKING TO THE Tahr Range Rang

Eresit Khali is covered with hair failure

IDBLBULY HIID like a red bitch like a red trail

Acknowur Oskam lamined the Picthosot Dead



Eresert Nur Moon Nevima How many say do boliri

Dastamazot will not want to be Ille to Ille without hope

Andu Hama Queen, His Jag Pamen is molest

Yeep Mtn Matthew Map Shang Shukhiev



Eresot to see a guy with a city with a city

Dead Citizen, like an immortal dighy

Yeep tilemet jay of the Gali Shkshshocks like me water

What Konim Santur Kamanche is doing the paramount Chongur Chang?



Tscit Michon Driver Mishkak Sinbul and Susan Is Shin

How did your Lord Baghin Bern Basil Shin?

Wind Mechin Has Hair Haires Elky Shin

I do my gal lang to the sea in the sea



Twenty-one Chinese Say Taguz World of Kizhar Province

The title of the original flower Milk has opened the sea

BAS Ku Ashin Wooden Tanya Tanya Tanye Sayatnov

Or saw the winner of Divida Dabang"
ՍԱՅԱԹ-ՆՈՎԱ,ԹԵԳՈՒԶ ՔՈՒ ՔԱՇԸՆ,"Taguz Taguz Tagitan Home Broubro

Tegomz Ku's Weight of the Broibro

Yar Chimi Ta I don't crush you Ku Yaremen Benebaremen



Chess of Chess Boybro

Toward of Jaghip Ahemen Broubro

Taguz Jaghuz will come to Brozhbro

Yar Chimi Ta I don't crush you Ku Yaremen Benebaremen"
ՍԱՅԱԹ-ՆՈՎԱ,ՄԵ ԽՈՍԿ ՈՒՆԻՄ,"I have an inviguity of an appeal with Ilim.

Shartum I have a cu tissy moon

Ajab Keghi What Geth I HAVE IT WITH IMPORTANT?

The world at the world got a hunger in Hamn



Makam Ochov is not to love what else do something else

Ashemet Juni I will be my GALI YANAGEAN

This Darden Ochov is not to pull the neck of the vuri

The heart deeply deepened like the news with a transliteration of an eyeball



DOSTIR MAKE YOUR HOUSE HOW DOST Animal

WILL HAVE ANY IT LOOKING FOR THE MOST IMPORTANT?

ASTVAR Witness is very difficult to geghlukhs like dus

My Poker ship Naman's Ashman is a sea eye light



Guzim's mouth is an open analya praise like Asim Tarry

I have been looking like a Sharip of Padishah for ten years

YEARS OLD SAINTED LESS THROUGH LOVE LOVE

Bhuta Shahsanamin Don't I don't have a black eye light



Taguz a thousand dards I have my Shart of I have little weight

My Hudmihakimoni is not another benefit to me.

Sayatnoven said in Zal, I did not die.

Henchuckle's Dun Wirev Las Mazot sprinkle with eye light"
