Artist,Song,Lyrics
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ԱՀԱ ԵՎ ՎԵՐՋ,"
 Любимая, ты лучшая…
Любимая, ты лучшая…
Любимая, ты лучшая…
 "
Arame,Я Кричу (Ya Krichu),"Моё сердце застучало и тебе одной поверило.
Почему же ты забрала то что мне сама доверила?
Мою душу, мои мысли, моё счастье и мою любовь.
Я кричу, но ты молчишь, как будто ты не слышишь моих слов.
 Я тебе кричу:
Убивай меня, но не любовь,
Прямо в сердце не стреляй так больно.
Я на край земли лететь готов,
Чтоб одною тобою согреться:
От тебя мне никуда не деться.
 Вспоминаю твои губы, нежный запах тела твоего.
Кроме глаз твоих красивых я не вижу больше ничего.
Счастье было так возможно, почему ты не поверила?
Знаешь, без твоей улыбки я наверное сойду с ума.
 Слышишь, я кричу:
Убивай меня, но не любовь,
Прямо в сердце не стреляй так больно.
Я на край земли лететь готов,
Чтоб одною тобою согреться:
От тебя мне никуда не деться.
 Убивай меня, но не любовь...
 Убивай меня, но не любовь,
Прямо в сердце не стреляй так больно.
Я на край земли лететь готов,
Чтоб одною тобою согреться:
От тебя мне никуда не деться.
(x2)
 "
Arame,Армения (Armenia),"Разбросала нас судьба
По всем краям земли - кого куда
Но заветная мечта
Сново вернуться те места
 Где та прекраcная страна
Что для всех она, как мать одна
Это родная нам земля
Та, что душе, так душе нужна
 Горы и снега, белые облака
Ждут нас и зовут издалека
Знай, что всей душой мы с тобой рядом
Я люблю тебя, Армения моя!
 Горы и снега, белые облака
Ждут нас и зовут издалека
Знай, что всей душой мы с тобой рядом
Я люблю тебя, Армения моя!
 Знаю я, и знаешь ты
Что мы вернемся оживить мечты
Белоснежный Арарат
Всем нам, конечно, будет рад
 Это - чудесная страна
Что для всех она как мать одна
Это родная нам землля
Так что в душе, так в душе нужна
 Горы и снега, белые облака
Ждут нас и зовут издалека
Знай, что всей душой мы с тобой рядом
Я люблю тебя, Армения моя!
 Горы и снега, белые облака
Ждут нас и зовут издалека
Знай, что всей душой мы с тобой рядом
Я люблю тебя, Армения моя!
 Горы и снега, белые облака
Ждут нас и зовут издалека
Родина моя - ты в моем сердце
Я люблю тебя, Армения моя!
 Горы и снега, белые облака
Ждут нас и зовут издалека
Знай, что всей душой мы с тобой рядом
Я люблю тебя, Армения моя!
 Горы и снега, белые облака
Ждут нас и зовут издалека
Знай, что всей душой мы с тобой рядом
Я люблю тебя, Армения моя!
 Родина моя - ты в моем сердце
Я люблю тебя, Армения моя!
 "
Arame,Իմ Արեւ (Im Arev),"Ուզում եմ, որ աշխարհը իմանա
Քո մի ժպիտով իմ կյանքը փոխվեց
Արանց քեզ ես վայրկյան չեմ դիմանա
Ուզում եմ երգել, ուզում եմ ասել,
Որ հիմա ես երջանիկ եմ:
 Իմ արեւ քեզնով ապրում եմ ես
Ախ, որքան լավն ես, ես սիրում եմ քեզ
Իմ անուշ, ամեն վայրկյանդ քախցր հուշ
Սիրտն ես, որ իմ սրտին տալիս ես շունչ:
Իմ արեւ քեզնով ապրում շնչում եմ ես
Ախ, որքան լավն ես, ես սիրում եմ քեզ
Իմ անուշ, ամեն վայրկյանդ քախցր հուշ
Սիրտն ես, որ իմ սրտին տալիս ես շունչ:
 Քեզնով ես լիացրել դու ամեն ինչ
Քեզնով հիացրել իմ կյանքը ու ինձ
Փայլում է աստղերի պես խենթ հոգիս,
Որ քեզ եմ գրկում աշխարհն է գրկիս
Ու հիմա ես երջանիկ եմ:
 Իմ արեւ քեզնով ապրում եմ ես
Ախ, որքան լավն ես, ես սիրում եմ քեզ
Իմ անուշ, ամեն վայրկյանդ քախցր հուշ
Սիրտն ես, որ իմ սրտին տալիս ես շունչ:
Իմ արեւ քեզնով ապրում շնչում եմ ես
Ախ, որքան լավն ես, ես սիրում եմ քեզ
Իմ անուշ, ամեն վայրկյանդ քախցր հուշ
Սիրտն ես, որ իմ սրտին տալիս ես շունչ:
 Իմ արեւ քեզնով ապրում եմ ես
Ախ, որքան լավն ես, ես սիրում եմ քեզ
Իմ անուշ, ամեն վայրկյանդ քախցր հուշ
Սիրտն ես, որ իմ սրտին տալիս ես շունչ:
Իմ արեւ քեզնով ապրում շնչում եմ ես
Ախ, որքան լավն ես, ես սիրում եմ քեզ
Իմ անուշ, ամեն վայրկյանդ քախցր հուշ
Սիրտն ես, որ իմ սրտին տալիս ես շունչ:
 "
Arame,Սիրո նոր ժամանակ (Siro Nor Jamanak),"Դու սրտիս կրակն ես
Լուսավոր էակն ես իմ կյանքի
Դու անունն ես երկնքի
Երջանիկ լինելը
Քեզ սիրելն է սիրելիս
Քեզ իմ յար ասեմ, իմ աշխարհ ասեմ
Ես ծնվել եմ, որ հենց քեզ սիրեմ
 Մեր սերն ամեն վայրկյան, րոպե ու ժամ
Դառնում է կյանք,
Որին սրտերն են մեր արժան
Միակ իմ սիրո նոր ժամանակ
Մեր սերն ամենասերն է աշխարհում
Հազար ու մի հեքաթների գիշերներում
Այսպես, սերն այսպես է հենց լինում
 Առեղծված է սերը
Ու ստեղծված է, որ մենք հասկանանք,
Թե ինչու աշխարհ եկանք
Ես գտա իմ կեսը, որ հոգուս այնպես էր պետք
Ապրելու համար, շնչելու համար
Անդադար քեզ սիրելու համար
 Մեր սերն ամեն վայրկյան, րոպե ու ժամ
Դառնում է կյանք,
Որին սրտերն են մեր արժան
Միակ իմ սիրո նոր
Մեր սերն ամեն վայրկյան, րոպե ու ժամ
Դառնում է կյանք,
Որին սրտերն են մեր արժան
Միակ իմ սիրո նոր ժամանակ
Մեր սերն ամենասերն է աշխարհում
Հազար ու մի հեքաթների գիշերներում
Այսպես, սերն այսպես է հենց լինում
 "
Arame,Ուր Գնամ (Ur Gnam),"Ինձ ասա դու ով ես, որտեղից դու եկար,
Ինչ քամի բերեց քեզ կամ այդ ինչ ճանապարհ,
Սիրտը իմ ձեռքում քո պահեցիր շատ երկար
Խնդրեցի անհամար չասեցիր ոչ մի բառ
Դու պահում ես աչքերում օտար մի աշխարհ
Փակ են քո հոգու դռները միշտ ինձ համար
Բոլորի հետ դու կարծես արեւ ես անմար
Ու միայն անհնար ցուրտ ձմեռ ինձ համար
Ինձ համար անհաս իմ արթուն երազ
Դու գոնե ժպտաս
 Ուր գնամ, ուր գնամ, ուր գնամ
Քեզ ոնց մոռանամ
Թե հանկարծ քեզանից հեռանամ
Ես ոնց դիմանամ
Ուր գնամ, ուր գնամ, ուր գնամ
Քեզ ոնց մոռանամ
Չի ուզում, չես ուզում, չես սիրում
Ես ոնց դիմանամ
 Ողջ աշխարհը ման եկա ճամփով անծանոթ
Ուր եղա քայլերս բերեցին ինձ քեզ մոտ
Սիրտը իմ ուրիշ մեկին էլ չի ճանաչում
Քո անունն է կանչում, միայն քեզ է տենչում
Չեմ կարող անունը քո հանել իմ սրտից
Չի լինում հեռու մնալ անվերջ կարոտից
Ողջ աշխարհը ման եկա ճամփով անծանոթ
Ու քայլերս նորից բերեցին ինձ քեզ մոտ
Ինձ համար անհաս իմ արթուն երազ
Դու գոնե ժպտաս
 Ուր գնամ, ուր գնամ, ուր գնամ
Քեզ ոնց մոռանամ
Թե հանկարծ քեզանից հեռանամ
Ես ոնց դիմանամ
Ուր գնամ, ուր գնամ, ուր գնամ
Քեզ ոնց մոռանամ
Չի ուզում, չես ուզում, չես սիրում
Ես ոնց դիմանամ
 Ուր գնամ, ուր գնամ, ուր գնամ
Ուր գնամ, ուր գնամ, ուր գնամ
 Ուր գնամ, ուր գնամ, ուր գնամ
Թե հանկարծ քեզանից հեռանամ
Ուր գնամ, ուր գնամ, ուր գնամ
Թե հանկարծ քեզանից հեռանամ
Ես ոնց դիմանամ
 Ուր գնամ, ուր գնամ, ուր գնամ
Քեզ ոնց մոռանամ
Թե հանկարծ քեզանից հեռանամ
Ես ոնց դիմանամ
Ուր գնամ, ուր գնամ, ուր գնամ
Քեզ ոնց մոռանամ
Չի ուզում, չես ուզում, չես սիրում
Ես ոնց դիմանամ
Ես ոնց դիմանամ
Ես ոնց դիմանամ
 Ուր գնամ, ուր գնամ, ուր գնամ
Քեզ ոնց մոռանամ
Թե հանկարծ քեզանից հեռանամ
Ես ոնց դիմանամ
Ուր գնամ, ուր գնամ, ուր գնամ
Քեզ ոնց մոռանամ
Չի ուզում, չես ուզում, չես սիրում
Ես ոնց դիմանամ
 Ուր գնամ, ուր գնամ, ուր գնամ
 "
Arame,Հերոս տղերք,"Երբ գիշերն է իջնում սահմանին
Մոտենում է հանկարծ թշնամին
Դու ես աչքերիս առաջ իմ մայր
 Աղոթքի ձայնն է քո իմ մտքում
Ամեն մի փամփուշտից ինձ փրկում
Լուռ ես հավատով սպասում որ գամ
 Թե որ ընկնեմ ես, տեղն իմ եղբայրը
Կբերի խաղաղ երկինք քեզ Մամ
Հերոս տղերքը մեր ելան բարձրունքն ի վեր
 Զոհվել չկա տղերք կռվի ժամին
Սա հայրենիքն է մեր սուրբ հող ու հորովել
Պիտի ծնկի գա թշնամին
 Ես մի ծիլն եմ ծնված այս հողից
Ժառանգած հաղթանակն իմ հորից
Հայրս որ կռվում հերոս դարձավ
 Հերոսից հերոսներ են ծնվում
Թե ընկնեմ հորս պես ես կռվում
Կյանքս կիմանամ իմաստ կտա
 "
Arame,Роскошная женщина,"За самую милую, нежную ""спасибо"" скажу я судьбе.
За счастье такое безбрежное я так благодарен тебе!
Такая загадочно-смелая сегодня улыбка твоя.
Была и навеки останешься моя! Только моя!
 Роскошная женщина подарена небесами,
Божественно красива, неземная.
Роскошная женщина, целуешь сердце глазами.
Ты так неотразима, дорогая!
 Я буду и в будни, и в праздники всегда в лабиринтах судьбы,
Тебя до безумия, разную, всем сердцем, лаская, любить,
Согрею твой сон полушёпотом, твоей красотою упьюсь,
В объятиях тёплых и шёлковых душой к душе прикоснусь.
 Роскошная женщина подарена небесами,
Божественно красива, неземная.
Роскошная женщина, целуешь сердце глазами.
Ты так неотразима, дорогая!
 Роскошная женщина подарена небесами,
Божественно красива, неземная.
Роскошная женщина, целуешь сердце глазами.
Ты так неотразима, дорогая!
 Роскошная женщина подарена небесами,
Божественно красива, неземная.
Роскошная женщина, целуешь сердце глазами.
Ты так неотразима, дорогая!
 "
Arame,КОРАБЛЬ ЖИЗНИ (KORABLʹ ZHIZNI),"Поплыл корабль моей жизни
Через неведомую даль
И в этой бездне я подумал
Я нашёл тоскливую печаль
 Душа моя стремилась к солнцу на свет
Душа моя, в объятиях я твоих
Проснусь или нет. Не знаю я
Любимая на перекрёстке всех дней
Я звал тебя, я бы молился сильней
Любимая – ты душа моя
 Ты знаешь, что буду с тобою рядом
Я вновь и вновь
Корабль жизни к тебе причалит
Мне дверь открой
Не будет в нашей любви печали
Моя любовь с тобою нас небеса венчали
Ты ангел мой
Я с тобой, я лишь твой
Ты – любимый ангел мой.
 Любовь моя сквозь города
И когда тебе верна
Любовь моя буду с тобою всегда
Ты не одна, судьба моя
Вместе вдвоём до конца
