Artist,Song,Lyrics
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ԱՀԱ ԵՎ ՎԵՐՋ,"
	Դա ասում ես՝ սիրի՛ր 

	Այս աշխարհը դաժան, 

	Ե՛վ մարդկանց արժանի, 

	Ե՛վ մարդկանց անարժան: 

	 

	Ա՜խ, կիթա՛ռ, կիթա՛ռ, սրտակի՛ց բարեկամ, 

	Ա՜խ, կիթա՛ռ, կիթա՛ռ, իմ ընկե՛ր իսկական:

	 

	Դու՝ անհույս օրերի 

	Հուսալի իմ ընկեր, 

	Երջանիկ պահերիս 

	Սուրհանդակն ես դարձել:

	 

	Եղել են և կանայք, 

	Եվ բազում ընկերներ, 

	Բայց իմ նեղ օրերին 

	Կողքիս դու ես եղել:

	 

	Ա՜խ, կիթա՛ռ, կիթա՛ռ, սրտակի՛ց բարեկամ,

	Ա՜խ, կիթա՛ռ, կիթա՛ռ, իմ ընկե՛ր իսկական:

	 

	Երբ իջնում է հոգուս

	Անթափանց մթություն,

	Երբ թվում է, թե վերջ,

	էլ չկա փրկություն,

	 

	Հրեշտակները պոկվում

	Քո ոսկե լարերից,

	Լույս տալիս խավարում

	Ու հանգչում են նորից:

	 

	Ա՜խ, կիթա՛ռ, կիթա՛ռ, սրտակի՛ց բարեկամ,

	Ա՜խ, կիթա՛ռ, կիթա՛ռ, իմ ընկե՛ր իսկական:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ԵՐՋԱՆԿՈԻԹՅՈԻՆ,"
	Երջանկությո՛ւն, անցի՛ր կողքովս,

	Դու հարատև չես,

	Դու կարող ես թողնել ինձ ամեն րոպե

	Ու հեռանալիս չնախազգուշացնել:

	 

	Դու գալիս ես հանկարծ ժպտերես,

	Քո առջև բացվում են դռները,

	Եվ մարդիկ խոնարհվում ու քծնում են քեզ,

	Դու մոռացնում ես նրանց վշտերը:

	 

	Դու այսօր ինձ հետ կքնես,

	Ինձ կտաս վարդագույն խոստումներ,

	Իսկ երբ կփակվեն իմ աչքերը,

	Կթողնես, կկորչես, կկորչես:

	 

	Երջանկությո՛ւն, դու պոռնիկ ես անհոգ,

	Իսկ ես՝ հասարակ մի տղա,

	Եվ չեմ կարող ես երկար պահել քեզ,

	Դու ինձնից կհոգնես, կհոգնես:

	 

	Կհոգնես ինձնից, ես քեզ ի՞նչ ընկեր,

	Քո կողքին կան միշտ նորընծա զոհեր:

	Ես քեզ չեմ խնդրի, որ մնաս ինձ հետ,

	Միևնույն է, դու կկորչես անհետ:

	 

	Երջանկությո՛ւն, անցի՛ր կողքովս,

	Դու հարատև չես,

	Դու կարող ես թողնել ինձ ամեն րոպե

	Ու հեռանալիս չնախազգուշացնել:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ՃԱԿԱՏԱԳԻՐ,"
	Կեսգիշերը հյուսել է պարանը,

	Լուսնեղջյուրը կախել երկնքից,

	Ո՞վ շարժեց արծաթե վարագույրը,

	Ո՞ւմ շշուկն արթնացրեց ինձ նորից:

	 

	Կեսգիշերը վառել է ջահերը,

	Հեռացել են հյուրերը տանից,

	Դատարկվել են բոլոր գավաթները,

	Էլ չունեմ թասընկեր կարեկից:

	 

	Կեսգիշե՛ր, ե՛կ՝ հարբենք

	Ու խոսենք բացակա տղերքից,

	Ում Աստված շատ սիրեց

	Եվ նրանց բաժանեց մեզանից:

	 

	Ինչ-որ մեկը պոկեց վարագույրը,

	Ու լսվեց կրակոց անկյունից,

	Խնայեց այս անգամ էլ ինձ մահը,

	Կեսժպիտ հեռացավ ինձանից:

	 

	Կեսժպիտ համտեսեց նա այդ փաստը,

	Խոժոռվեց գինու սև մրուրից,

	Կարմրում է ճերմակ առագաստը,

	Որ կարել են սիրո համբույրից: 

	 

	Կեսգիշե՛ր, ե՛կ՝ հարբենք,

	Գլորվենք լուսնի հետ կտուրից,

	Առաջվա պես պոկենք

	Մեր համբույրը կյանքի շուրթերից:

	 

	Երգելով խոսելու դաժան ախտը

	Ինձ դարձել է կյանքի ուղեկից,

	Ի՞նչ արած, ես կերգեմ, դա է բախտս,

	Շղթայված եմ ես իմ երգերից:

	 

	Միայն թե թո՛ւյլ տվեք ինձ ապրել կյանքս,

	Մի՛ մտեք երգիս մեջ ձեռքերով, 

	Եվ խնդրում եմ, որ դուք ձեր ոտքերը

	Չսրբեք իմ գրած երգերով:

	 

	Կեսգիշե՛ր, ե՛կ՝ հարբենք

	Ու խոսենք լավ ու վատ օրերից,

	Ա՜խ, ի՜նչ շուտ հեռացան

	Ընկերներս այս մութ աշխարհից:

	 

	Մի պտույտ էլ կանի շուտով մահը,

	Կտանի ինձ էլ իր ետևից,

	Կեսգիշերը անցավ, եկավ պահը

	Երգելու վերջին երգն իմ կյանքից:

	 

	Ես փորձում եմ կանգնել, բայց ոտքերս

	Թուլացել են գինու փրփուրից,

	Արձակե՛ք ձեռքերիս շղթաները, 

	Որ կապել են ինձ իմ երգերից:

	 

	Կեսգիշե՛ր, ե՛կ՝ հարբենք,

	Համբուրվենք այս վերջին պտույտում,

	Ինձ սպասում են այնտեղ,

	Որտեղից երբեք ետ չեն դառնում:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ԱՄԵՆ ԻՆՉ ՇՈՒՏ ԿԱՆՑՆԻ,"
	Ամեն ինչ շուտ կանցնի,

	Ինչպես ներկայացում,

	Լույսերը կվառվեն,

	Ամբոխը կցրվի,

	 

	Միայն դու, դու կմնաս

	Դատարկ-դատարկ բեմում,

	Ինչպես մի ծաղրածու,

	Որին ծափահարել են:

	 

	Քեզ ոչ ոք չի հիշի,

	Ոչ ոք չի մոտենա,

	Նրանք, ովքեր քեզ պետք են,

	Վաղուց արդեն չկան:

	 

	Կորան, կորան, կորան

	Բոլոր ուրախ օրերդ,

	Մտերիմ ընկերներդ,

	Վաղուց արդեն չկան:

	 

	Բոլոր ուրախ օրերդ,

	Մտերիմ ընկերներդ,

	Հավատարիմ կանայք

	Վաղուց արդեն չկան:

	 

	Ամեն ինչ շուտ կանցնի,

	Ինչպես ներկայացում,

	Լույսերը կվառվեն,

	Ամբոխը կցրվի:

	 

	Միայն դու, դու կմնաս

	Դատարկ-դատարկ բեմում,

	Ինչպես մի ծաղրածու,

	Որին ծափահարել են:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ԽՈՍՔԵՐ,"
	Ծեր գնչուհին բախտս կարդաց

	Իմ հայացքի մեջ մոխրացած,

	Նա կիսաձայն ինձ շշնջաց,

	Որ ես ճամփորդ եմ ուշացած,

	 

	Որ իմ գնացքն արդեն մեկնել է,

	Ես ուշացել եմ նրանից,

	Նա, ով իմ սիրտը գողացել է,

	Արդեն հեռու է ինձանից:

	 

	Որ ընկերներս հեռացել են,

	Սիրելիներս էլ չկան,

	Նույնիսկ մոտիկ բարեկամներս

	Հոգեհացիս հազիվ թե գան:

	 

	Եվ ես հանում եմ իմ երգերը

	Մանկության մութ ձեղնահարկից,

	Որտեղ իրերն ու նրանց դերը

	Թաքնված են մեծերից:

	 

	Իսկ մանկությունը մի թռչուն է՝

	Թելով կապված մեր սրտերից,

	Թելը պոկվում է, նա թռչում է

	Ու հեռանում է մեզանից:

	 

	Իսկ մենք խաղում ենք մեր դերերը,

	Իսկ ես հոգնել եմ այդ խաղից,

	Մենք թաքցնում ենք մեր մտքերը,

	Մենք թաքնվում ենք իրարից:

	 

	«Ես քեզ սիրում եմ» էս խոսքերը

	Դուրս են խաղի կանոններից,

	Ես ձեզ թողնում եմ իմ այս դերն

	Ու հեռանում եմ այս խաղից:

	 

	«Ես քեզ սիրում եմ» էս խոսքերը

	Դուրս են խաղի կանոններից,

	Ես շպրտում եմ ձեզ իմ դերն

	Ու հեռանում եմ ձեզանից:

	 

	Ես թռցնում եմ իմ երգերն

	Իմ մանկության կտուրներից,

	Կողքիս բոլոր իմ ընկերներն են,

	Բոլոր տղերքը՝ մեր թաղից:

	 

	Երգերիս բունն-աղավնատունը

	Ես դատարկում եմ երգերից,

	Ազատությունն է նրանց տունը՝

	Թելով կապված մեր սրտերից:

	 

	Քո իսկական սիրահարները

	Քեզ լքեցին, իմ Էրևա՛ն,

	Անտերուդուրս մուրացկանները

	Դարձան քեզ տեր ու տիրական:

	 

	«Ես քեզ սիրում եմ» էս խոսքերը

	Ասում եմ քեզ, իմ Էրևա՛ն,

	Արժեր հասնել աշխարհի ծերը, 

	Որ էս բառերը հասկանամ:

	 

	Ծեր գնչուհին բախտս կարդաց

	Իմ հայացքի մեջ մոխրացած,

	Նա կիսաձայն ինձ շշնջաց,

	Որ ես ճամփորդ եմ ուշացած,

	 

	Որ իմ գնացքն արդեն մեկնել է,

	Ես ուշացել եմ նրանից,

	Ով որ իմ սիրտը գողացել է,

	Արդեն հեռու է ինձանից:

	 

	Որ ընկերներս հեռացել են,

	Սիրելիներս էլ չկան,

	Նույնիսկ մոտիկ բարեկամներս

	Հոգեհացիս հազիվ թե գան:

	 
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ԿԵՍԳԻՇԵՐ,"
	Երազանքս քեզ նման քնքուշ աղջիկ էր,

	Նա ուներ խենթ փայլը աչքերիդ,

	Գարնան առավոտվա պես անուշիկ էր,

	Ու դեմքին՝ գաղտնիքը հայացքիդ:

	 

	Լճակի խորքում վառվում էին աստղերը,

	Այնտեղ, ուր վտառներն են ձկների,

	Ես այնտեղ մի պահ տեսա նրա պատկերը,

	Ով ինձ խենթացրեց կեսգիշերին:

	 

	Կեսգիշե՜ր, կեսգիշե՜ր, քո գործած ուռկանը բե՛ր,

	Լճակի հայելում ջրահարս է հայտնվել,

	Կեսգիշե՜ր, կեսգիշե՜ր:

	 

	Երազանքս՝ իմ թաքուն երջանկությունն էր,

	Որ դու այրեցիր կեսգիշերին,

	Լոկ մի ճիչ, իսկ հետո լռություն էր,

	Ու ցրվեց վտառը ձկների:

	 

	Լճակի խորքում մեռնում էին աստղերը,

	Քամին փշրել էր լճի հայելին,

	Ես այնտեղ մի պահ տեսա նրա պատկերը,

	Տեսա ու կորցրի կեսգիշերին:

	 

	Կեսգիշե՜ր, կեսգիշե՜ր, քո գործած ուռկանը բե՛ր,

	Լճակի հայելում սիրահար է հայտնվել,

	Կեսգիշե՜ր, կեսգիշե՜ր:

	 

	Ցրվեց մշուշը, հեռացավ և հուշը,

	Աստղերն անհետացան լճի խորքում,

	Ես այնտեղ մի պահ տեսա նրա պատկերը,

	Տեսա ու կորցրի մի գիշերում:

	 

	Կեսգիշե՜ր, կեսգիշե՜ր, քո գործած ուռկանը բե՛ր,

	Լճակի հատակում մեկն ինձ սեր է գուշակել:

	Կեսգիշե՜ր, կեսգիշե՜ր:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ՁՅՈՒՆԸ,"
	Ձյունը երկար սպասեց 

	Գիշերվա խորհրդին,

	Մինչև լույսերը հանգան, 

	Ու ձայները լռեցին:

	 

	Ու հանկարծ գիշերվա մեջ 

	Ինչ-որ բան զրգնգաց,

	Խենթի պես պարելով 

	Փաթիլներն իջան ցած:

	 

	Ձյունը գալիս է դանդաղ,

	Ձյունը իր երգն է երգում,

	Ձյունը իջնում է թել-թել,

	Ձյունն իր հեքիաթն է պատմում:

	 

	Արծաթե թիթեռնիկներ՝

	Պոկված կապույտ հեքիաթներից,

	Թևածելով իջան ներքև,

	Երգով լցրին քաղաքը ծեր:

	 

	Ու երազկոտ կտուրներին 

	Բերին ճերմակ հանդարտություն:

	Ու երազկոտ կտուրներին

	Բերին ճերմակ հանդարտություն:

	 

	Ձյունը գալիս է դանդաղ,

	Ձյունը իր երգն է երգում,

	Ձյունը իջնում է թել-թել,

	Ձյունն իր հեքիաթն է պատմում:

	 

	Ոսկեծամ գեղեցկուհի, 

	Առանց քեզ ես չեմ ապրի,

	Առանց քեզ ձյունը ճերմակ, 

	Ա՜խ, շուտով կդադարի:

	 

	Հայտնվի՛ր գիշերվա

	Իրական հեքիաթում,

	Որ մինչև լուսաբաց 

	Մեզ իր գիրկն է առնում:

	 

	Ձյո՜ւն, սպիտա՜կ ձյուն, 

	Մեղքերիս բե՜ր թողություն, 

	Սպիտակ ձյո՜ւն, իմ ճերմա՜կ քնքշություն,

	Սպիտակ ձյո՜ւն, իմ ճերմա՜կ մանկություն:

	 

	Արծաթե թիթեռնիկներ՝

	Պոկված կապույտ հեքիաթներից,

	Թևածելով իջան ներքև,

	Երգով լցրին քաղաքը ծեր:

	 

	Ու երազկոտ կտուրներին 

	Բերին ճերմակ հանդարտություն:

	Ու երազկոտ կտուրներին

	Բերին ճերմակ հանդարտություն:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ՆԱ Է ԻՄ ՄԻԱԿ ՍԵՐԸ,"
Դրամատիկ էտյուդ՝ գործող 5 անձանցով

	 

Աղջիկ - Նա է իմ միակ, միակ իմ սերը,

	Եվ իզուր են ձեր դատարկ խոսքերը,

	Դուք ասում եք ինձ, որ նա անբան է,

	Ես ասում եմ ձեզ՝ դա դատարկ բան է:

	 

	Սիրում եմ նրան ու վերջ, իսկ դուք

	Բամբասում եք անընդմեջ, իսկ դուք

	Բամբասում եք անընդմեջ, անընդմեջ:

	 

Հեղինակ - Իսկ այդ ժամանակ, դատարկ փողոցում

	Քայլում էր մի տղա՝ ձեռքերը գրպանում,

	Սուլում էր ու ժպտում, չգիտես, թե ում,

	Քայլում էր փողոցով, չգիտես, թե ով:

	 

Տղա - Պատուհանիդ լույսը դեռ վառվում է,

	Քեզ տեսնելու հույսը կարծես չքանում է:

	Պատուհանդ բա՛ց արա ու տես՝ 

	Փողոցում կանգնած սպասում եմ ես,

	Փողոցում կանգնած սպասում եմ ես քեզ:

	 

Հեղինակ - Իսկ այդ ժամանակ աղջկա սենյակում

	Տիրում էր կատարյալ իրարանցում,

	Հայրիկը աղջկա՝ գիտության թեկնածուն,

	Ասում էր մայրիկին՝ տնային տնտեսուհուն:

	 

Հայր - Ա՜խ, նորից եկավ այդ հիմար լակոտը, 

	Չտեսնեմ իմ տանը ես դրա ոտը:

	Ու առանց անդրավարտիք հայրիկը

	Ասում էր՝ ա՛խ ես դրա... մայրիկը...

	Լսում էր նրան...

	 

Աղջիկ - Նա է իմ միակ, միակ իմ սերը,

	Եվ իզուր են ձեր դատարկ խոսքերը:

	Դուք ասում եք ինձ, որ նա անբան է,

	Ես ասում եմ ձեզ՝ դա դատարկ բան է:

	 

	Սիրում եմ նրան ու վերջ, իսկ դուք

	Բամբասում եք անընդմեջ, իսկ դուք

	Բամբասում եք անընդմեջ, անընդմեջ:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ՄԵՐ ՍԻՐՈ ԱՇՈՒՆԸ,"
Կնոջս՝ Նունուֆարին

	 

	Դու կարծում ես՝ այդ անձրևն է 

	Արտասվում պատուհանիդ, 

	Այդ ափսոսանքի խոսքերն են 

	Գլորվում հատիկ-հատիկ:

	 

	Գլորվում են ու հոսում են, 

	Ապակուց թափվում են ցած, 

	Այս խոսքերը, որ լսվում են 

	Իմ երգի մեջ ուշացած:

	 

	Ո՞ւմ է պետք խոստովանանքդ, 

	Ափսոսանքդ ուշացած, 

	Սերը քո մի հանելուկ էր 

	Ու գաղտնիք էր չբացված:

	 

	Դա գուցե աշնան կատակն էր, 

	Տերևներն էին դեղնած, 

	Ծառուղում լուռ արտասվում էր 

	Մի աղջիկ՝ մենակ կանգնած:

	 

	Մեր սիրո աշունը էլ երբեք չի կրկնվի,

	Եվ անցյալն ամեն անգամ աշնան հետ կայցելի,

	Ու պատուհանիդ լուռ կարտասվի...

	Ու պատուհանիդ լուռ կարտասվի:

	 

	Ես հիմա նոր հասկանում եմ՝ 

	Անցյալը ետ չես բերի, 
